,index,Lat,Long,Magnitude,Epicenter,DateTime
0,9,27.75,86.16,5.1,Dolakha,1994-06-25 05:45:00
1,8,29.37,81.52,5.5,Bajura,1994-07-17 11:00:00
3,6,28.34,87.35,4.8,Sankhuwasabha,1994-09-25 11:00:00
4,5,29.0,82.26,4.6,Jajarkot,1994-10-22 11:00:00
5,4,28.92,82.0,4.7,Jajarkot,1994-10-24 11:00:00
6,3,29.54,81.15,4.2,Bajhang,1994-11-21 11:00:00
7,2,29.72,81.56,4.5,Bajura,1994-11-27 11:00:00
8,1,29.84,80.69,4.6,Darchula,1994-12-12 11:00:00
9,0,28.7,82.88,4.6,Rukum,1994-12-13 11:00:00
10,21,28.35,83.44,4.3,Magdi,1995-01-19 11:00:00
11,20,26.85,86.11,4.5,Dhanusa,1995-01-29 11:00:00
12,19,29.38,82.3,4.2,Jumla,1995-01-30 11:00:00
13,18,29.32,82.19,4.3,Jumla,1995-01-30 11:00:00
14,17,27.74,85.88,4.6,Kavrepalanchowk,1995-02-18 11:00:00
15,16,29.51,81.71,4.7,Bajura,1995-04-17 11:00:00
16,15,27.22,87.95,4.2,Taplejung,1995-06-11 11:00:00
18,13,30.04,81.54,4.8,Humla,1995-08-03 11:00:00
19,12,29.88,81.63,5.0,Bajura,1995-08-07 11:00:00
21,10,28.27,84.44,4.7,Lamjung,1995-10-04 11:15:00
22,30,27.122,86.766,4.8,Udayapur,1996-02-28 11:00:00
23,29,27.935,87.705,5.3,Taplejung,1996-04-26 11:00:00
24,28,29.616,81.98100000000001,4.6,Mugu,1996-07-10 11:00:00
26,26,29.63,81.859,4.9,Mugu,1996-11-04 11:00:00
27,25,29.666999999999998,81.699,4.9,Humla,1996-11-08 11:00:00
28,24,27.39,86.84200000000001,5.3,Solukhumbu,1996-12-03 11:00:00
29,23,29.011999999999997,81.726,4.4,Dailekh,1996-12-22 11:00:00
30,22,29.75,81.828,5.2,Humla,1996-12-29 11:00:00
31,48,27.005,86.561,4.5,Udayapur,1997-01-01 11:00:00
32,47,29.785,80.58800000000001,5.6,Darchula,1997-01-05 11:00:00
33,46,28.015,85.301,5.0,Rasuwa,1997-01-31 11:00:00
34,45,28.078000000000003,85.286,5.8,Rasuwa,1997-01-31 11:00:00
35,44,28.0,85.303,4.7,Rasuwa,1997-02-01 11:00:00
36,43,28.02,85.33,5.0,Rasuwa,1997-02-03 11:00:00
37,42,28.09,85.29,4.7,Rasuwa,1997-02-03 11:00:00
38,41,28.12,85.33,4.2,Rasuwa,1997-02-10 11:00:00
39,40,29.52,81.33,4.4,Bajhang,1997-02-18 11:00:00
40,39,28.06,85.28,5.0,Rasuwa,1997-03-24 11:00:00
41,38,27.5,87.74600000000001,4.6,Solukhumbu,1997-04-07 11:00:00
43,36,28.68,82.58,4.5,Rukum,1997-05-28 11:00:00
44,35,27.65,86.41,4.8,Ramechhap,1997-10-11 11:00:00
45,34,28.66,82.54,5.2,Rukum,1997-10-24 11:00:00
46,33,27.75,86.0,4.3,Dolakha,1997-11-26 11:00:00
47,32,27.74,87.0,5.5,Solukhumbu,1997-11-27 11:00:00
48,31,27.19,86.85,5.0,Khotang,1997-12-08 11:00:00
49,60,27.59,88.19,4.6,Taplejung,1998-02-12 11:00:00
51,58,27.15,87.86,5.0,Panchthar,1998-02-28 11:00:00
52,57,29.41,82.38,4.7,Jumla,1998-05-10 11:00:00
53,56,26.76,84.81700000000001,4.8,Parsa,1998-05-16 11:00:00
54,55,27.866,85.81200000000001,5.0,Sankhuwasabha,1998-06-27 11:00:00
55,54,29.551,81.247,5.1,Bajhang,1998-07-15 11:00:00
56,53,27.873,86.964,5.6,Solukhumbu,1998-09-03 11:00:00
57,52,27.796999999999997,87.015,4.7,Solukhumbu,1998-09-06 11:00:00
58,51,27.444000000000003,88.33,5.0,Taplejung,1998-09-10 11:00:00
59,50,28.076999999999998,85.66,4.9,Sindhupalchowk,1998-10-16 11:00:00
60,49,27.859,87.814,5.4,Taplejung,1998-11-26 11:00:00
61,69,28.61,83.348,4.7,Myagdi,1999-02-11 11:00:00
62,68,29.866999999999997,80.618,4.6,Darchula,1999-02-19 11:00:00
63,67,27.934,85.834,4.8,Sindhupalchowk,1999-03-19 11:00:00
65,65,29.596,81.226,4.4,Bajhang,1999-04-07 11:00:00
66,64,27.795,86.208,5.7,Dolakha,1999-08-10 11:00:00
67,63,28.156999999999996,84.742,4.5,Gorkha,1999-08-25 11:00:00
68,62,27.38,87.897,4.5,Taplejung,1999-09-20 11:00:00
69,61,30.159000000000002,81.563,4.6,Humla,1999-12-11 11:00:00
70,79,27.928,86.06,4.8,Sindhupalchowk,2000-01-20 11:00:00
71,78,27.378,88.059,4.6,Taplejung,2000-01-25 11:00:00
72,77,28.616999999999997,82.314,5.1,Jajarkot,2000-02-26 11:00:00
73,74,29.77,81.41,4.2,Bajhang,2000-03-13 11:00:00
74,75,27.99,87.42,5.0,Taplejung,2000-03-13 11:00:00
75,76,27.73,87.71,5.1,Sankhuwasabha,2000-03-13 11:00:00
76,73,27.76,87.55,4.2,Sankhuwasabha,2000-03-17 11:00:00
77,72,28.07,83.29,4.2,Arghanchi,2000-06-02 11:00:00
78,71,28.070999999999998,85.334,4.5,Nuwakot,2000-09-02 11:00:00
79,70,27.84,87.71,4.1,Taplejung,2000-12-31 11:00:00
81,93,27.805999999999997,86.171,4.8,Dolakha,2001-04-04 11:00:00
82,92,29.458000000000002,81.4,4.4,Bajura,2001-04-15 11:00:00
83,91,29.506999999999998,81.39399999999999,4.3,Bajhang,2001-07-11 11:00:00
84,90,27.97,84.68,5.9,Gorkha,2001-07-16 11:00:00
85,89,28.29,84.27,4.8,Lamjung,2001-07-16 11:00:00
86,88,29.820999999999998,80.64399999999999,5.0,Darchula,2001-09-13 11:00:00
87,87,26.98,87.78,4.8,Udayapur,2001-09-27 11:00:00
88,86,29.56,81.46,4.7,Humla,2001-10-27 11:00:00
89,85,29.53,81.81,5.8,Mugu,2001-11-27 11:00:00
90,84,29.63,81.79,5.7,Mugu,2001-11-27 11:00:00
91,83,29.52,81.99,5.2,Mugu,2001-11-27 11:00:00
92,82,29.59,81.77,4.5,Mugu,2001-11-28 11:00:00
93,81,29.58,81.8,4.8,Mugu,2001-12-18 11:00:00
95,111,27.72,86.37,4.1,Dolakha,2002-02-03 11:00:00
96,110,27.46,86.17399999999999,4.0,Ramechhap,2002-04-09 11:00:00
97,109,26.87,86.31,4.0,Udayapur,2002-04-15 11:00:00
98,108,27.67,86.67,5.2,Solukhumbu,2002-05-02 11:00:00
99,107,28.79,80.53,4.0,Kanchanpur,2002-06-04 11:00:00
101,105,28.86,80.75,4.0,Kailali,2002-06-05 11:00:00
102,104,28.77,81.12,4.0,Kailali,2002-06-07 11:00:00
103,103,28.23,84.86,4.0,Dhading,2002-06-13 11:00:00
105,101,27.17,84.82,4.1,Parsa,2002-07-02 11:00:00
106,100,27.75,87.36,4.3,Sankhuwasava,2002-07-16 11:00:00
107,99,26.97,86.4,4.1,Udayapur,2002-08-11 11:00:00
108,98,28.98,80.75,4.1,Kailali,2002-09-09 11:00:00
109,97,28.18,83.9,4.1,Kaski,2002-10-09 11:00:00
110,96,28.28,83.94,4.0,Kaski,2002-10-11 11:00:00
111,95,29.61,81.56,4.4,Bajura,2002-11-20 11:00:00
116,126,27.79,87.97,4.8,Taplejung,2003-06-23 11:00:00
117,125,28.75,82.52,4.5,Rukum,2003-07-28 11:00:00
118,124,29.51,82.1,4.4,Mugu,2003-08-02 11:00:00
119,123,27.99,86.03,4.2,Sidhupalchowk,2003-08-05 11:00:00
120,122,28.99,81.96,4.3,Dailekh,2003-09-24 11:00:00
121,121,27.52,87.86,4.6,Taplejung,2003-09-29 11:00:00
122,120,27.26,86.69,4.0,Khotang,2003-10-29 11:00:00
123,119,27.78,86.16,4.1,Dolakha,2003-11-05 11:00:00
124,118,28.47,83.91,5.0,Kaski,2003-11-22 11:00:00
125,117,28.3,83.88,4.4,Kaski,2003-11-23 11:00:00
126,116,28.45,83.94,4.5,Kaski,2003-11-23 11:00:00
127,115,28.41,83.97,3.6,Kaski,2003-11-23 11:00:00
128,114,28.4,83.93,4.0,Kaski,2003-12-05 11:00:00
129,113,29.85,80.54,4.1,Darchula,2003-12-11 11:00:00
130,112,27.06,87.97,4.2,Illam,2003-12-19 11:00:00
131,150,27.76,86.07,4.5,"Listikot, Sindhupalchok",2004-01-03 11:00:00
132,151,27.87,86.06,5.5,"Listikot, Sindhupalchok",2004-01-03 11:00:00
133,149,28.07,85.0,4.0,"Darkha, Dhading",2004-01-07 11:00:00
134,148,29.32,81.53,4.1,"Tolideval, Bajura",2004-02-02 11:00:00
135,147,29.67,80.88,4.3,"Brahmajali, Bhajhang",2004-02-14 11:00:00
136,146,27.61,87.8,4.7,"Amjilesa, Taplejung",2004-02-18 11:00:00
137,145,27.67,87.82,4.1,"Amjilesa, Taplejung",2004-03-17 11:00:00
138,144,27.18,87.63,4.6,"Isabun,Terathum",2004-03-31 11:00:00
139,141,28.58,82.96,4.3,"Niseldhar, Baglung",2004-05-29 11:00:00
140,142,28.55,82.96,4.9,"Niseldhar, Baglung",2004-05-29 11:00:00
141,143,28.59,82.98,4.3,"Niseldhar, Baglung",2004-05-29 11:00:00
142,140,28.32,84.06,4.6,"Ghalegaun, Kaski",2004-07-16 11:00:00
143,139,27.96,85.88,4.5,"Listikot, Sindhupalchok",2004-07-20 11:00:00
144,138,28.03,85.24,4.1,"Kaseri, Rasuwa",2004-08-22 11:00:00
145,137,27.87,85.93,4.2,"Listikot, Sindhupalchowk",2004-09-02 11:00:00
146,136,29.51,81.84,4.4,"Shirkot, Mugu",2004-09-12 11:00:00
147,135,26.83,86.55,4.1,"Simle, Udayapur",2004-10-05 11:00:00
148,134,28.77,82.95,4.4,RahalGaun/Rukum,2004-11-09 11:00:00
149,133,28.26,84.67,4.1,"Kharibot, Lamjung",2004-11-17 11:00:00
150,132,29.9,81.63,4.3,"Sain, Bajura",2004-12-26 11:00:00
151,131,27.76,86.2,4.2,"Nagpa, Dolakaha",2004-12-27 11:00:00
152,173,29.81,81.04,4.5,Bajhang,2005-01-16 11:00:00
153,172,29.68,81.14,5.0,Bajhang,2005-01-16 11:00:00
154,171,27.76,86.07,5.0,Dolakha,2005-02-08 11:00:00
155,170,28.27,84.39,5.0,Lamjung,2005-03-05 11:00:00
156,169,28.25,84.39,5.4,Lamjung,2005-03-19 11:00:00
157,165,28.15,84.37,4.0,Lamjung,2005-03-29 11:00:00
158,168,28.11,84.77,4.4,Gorkha,2005-03-29 11:00:00
159,167,28.14,84.8,4.1,Gorkha,2005-03-29 11:00:00
160,166,28.04,84.74,4.0,Gorkha,2005-03-29 11:00:00
161,163,28.54,83.31,4.1,Myagdi,2005-04-04 11:00:00
162,164,28.56,83.18,4.1,Myagdi,2005-04-04 11:00:00
163,162,29.35,81.88,4.2,Kalikot,2005-04-07 11:00:00
164,161,27.92,85.71,4.1,Sindhupalchowk,2005-04-15 11:00:00
165,160,27.69,87.7,4.1,Taplejung,2005-05-05 11:00:00
167,158,27.47,86.842,4.3,Solukhumbu,2005-07-27 11:00:00
168,157,27.98,85.51,4.2,Sindhupalchowk,2005-08-08 11:00:00
169,156,27.31,87.22,5.3,Sankhuwasava,2005-08-28 11:00:00
170,155,29.5,81.88,5.1,Mugu,2005-10-29 11:00:00
171,154,29.64,82.06,5.1,Mugu,2005-10-31 11:00:00
172,153,28.65,84.83,4.5,Gorkha,2005-10-31 11:00:00
173,152,29.61,82.02,5.1,Mugu,2005-11-06 11:00:00
174,183,27.18,86.8,5.4,Khotang,2006-02-03 11:00:00
175,182,28.24,83.89,4.7,Baglung,2006-02-19 11:00:00
176,181,27.91,85.83,4.6,Sindhupalchowk,2006-04-04 11:00:00
177,180,29.43,81.26,4.8,Bajhang,2006-05-05 11:00:00
178,179,27.89,85.7,4.3,Sindhupalchowk,2006-08-15 11:00:00
179,178,29.05,83.6,4.3,Mustang,2006-08-30 11:00:00
180,177,26.98,87.8,4.2,Illam,2006-09-17 11:00:00
181,176,29.62,81.54,5.0,Bajura,2006-09-19 11:00:00
182,175,30.1,80.83,4.5,Darchula,2006-09-26 11:00:00
183,174,27.21,87.63,4.2,Tehrathum,2006-11-11 11:00:00
184,206,30.1,81.05,4.2,Darchula,2007-02-05 11:00:00
185,205,28.35,83.43,4.1,Myagdi,2007-02-06 11:00:00
186,204,28.36,83.43,4.2,Myagdi,2007-02-06 11:00:00
187,203,29.83,81.45,5.0,Bajhang,2007-02-15 11:00:00
188,202,29.47,81.73,4.5,Bajhang,2007-03-10 11:00:00
189,201,27.5,88.08,4.6,Nepal-India Border,2007-05-16 11:00:00
190,200,27.44,83.89,4.2,Nepal-India Border,2007-06-04 11:00:00
191,199,27.83,84.91,4.3,Dhading,2007-06-17 11:00:00
192,198,28.08,85.3,4.0,Rasuwa,2007-07-07 11:00:00
193,197,27.27,87.02,4.1,Bhojpur,2007-07-30 11:00:00
194,196,29.49,81.91,4.6,Mugu,2007-08-01 11:00:00
195,192,27.21,87.97,4.4,Panchthar,2007-08-03 11:00:00
196,193,27.24,87.02,4.0,Bhojpur,2007-08-03 11:00:00
197,194,27.2,87.04,4.3,Bhojpur,2007-08-03 11:00:00
198,195,27.24,87.03,4.5,Bhojpur,2007-08-03 11:00:00
199,191,27.84,85.69,4.1,Sindhupalchowk,2007-08-06 11:00:00
200,190,27.28,87.9,5.2,Taplejung,2007-08-11 11:00:00
201,189,27.72,86.26,4.1,Dolakha,2007-09-07 11:00:00
202,188,28.05,85.33,4.2,Rasuwa,2007-09-07 11:00:00
203,187,27.75,86.12,4.0,Dolakha,2007-10-12 11:00:00
204,186,27.9,85.45,5.0,Nuwakot,2007-10-29 11:00:00
205,185,28.2,84.45,4.5,Lamjung,2007-11-05 11:00:00
206,184,28.05,85.28,4.1,Rasuwa,2007-12-01 11:00:00
207,230,27.37,86.53,4.1,Okhaldhunga,2008-01-15 11:00:00
208,229,27.8,86.53,4.1,Taplejung,2008-02-14 11:00:00
209,228,26.8,86.25,4.2,Siraha,2008-02-16 11:00:00
210,227,29.69,81.76,4.4,Humla,2008-03-02 11:00:00
211,226,29.76,81.53,4.6,Bajhang-Bajura border,2008-03-17 11:00:00
212,225,27.5,87.52,4.2,Taplejung,2008-05-08 11:00:00
213,224,28.33,83.33,4.3,Baglung,2008-05-20 11:00:00
214,223,27.8,85.91,4.1,Sindhupalchowk,2008-06-02 11:00:00
215,222,29.73,80.96,5.0,Darchula,2008-06-15 11:00:00
216,221,27.98,85.73,4.8,Sindhupalchowk,2008-06-20 11:00:00
217,220,28.18,85.29,4.4,Bajura,2008-08-02 11:00:00
218,219,28.4,83.01,4.1,Baglung,2008-09-10 11:00:00
219,218,27.47,87.71,4.5,Taplejung,2008-10-07 11:00:00
220,217,28.18,85.29,4.8,Rasuwa,2008-12-01 11:00:00
221,214,27.3,87.99,4.0,Taplejung,2008-12-02 11:00:00
222,215,27.29,87.92,4.3,Taplejung,2008-12-02 11:00:00
223,216,27.34,87.92,4.1,Taplejung,2008-12-02 11:00:00
224,213,27.3,88.03,4.0,Taplejung,2008-12-02 11:00:00
225,212,27.32,87.99,5.4,Taplejung,2008-12-02 11:00:00
226,211,30.15,81.86,6.0,Humla,2008-12-08 11:00:00
227,210,30.1,81.91,4.4,Humla,2008-12-19 11:00:00
228,209,28.19,84.39,4.4,Lamjung,2008-12-23 11:00:00
229,208,30.09,81.9,4.5,Humla,2008-12-26 11:00:00
230,207,30.13,82.03,4.0,Humla,2008-12-29 11:00:00
231,248,27.9,88.04,4.2,Taplejung,2009-01-10 11:00:00
232,247,29.05,81.4,4.2,Achham,2009-01-23 11:00:00
233,246,27.41,87.8,4.5,Taplejung,2009-03-08 11:00:00
234,245,28.43,84.42,4.1,Lamjung,2009-03-12 11:00:00
235,244,28.3,84.55,4.0,Lamjung,2009-04-13 11:00:00
236,243,28.25,84.54,4.3,Lamjung,2009-04-13 11:00:00
237,241,27.43,87.35,4.2,Sankhuwasava,2009-05-14 11:00:00
238,242,27.48,87.36,4.6,Sankhuwasava,2009-05-14 11:00:00
239,240,27.71,86.36,4.3,Dolakha,2009-07-12 11:00:00
240,239,28.12,85.18,4.0,Rasuwa,2009-08-02 11:00:00
241,238,29.81,82.05,4.3,Humla,2009-09-26 11:00:00
242,237,28.73,83.11,4.1,Rukum,2009-10-29 11:00:00
243,236,30.1,81.81,4.5,Humla,2009-11-01 11:00:00
244,235,27.87,87.94,4.0,Taplejung,2009-11-02 11:00:00
245,234,30.11,81.91,4.3,Humla,2009-11-08 11:00:00
246,233,29.02,82.15,4.5,Jajarkot,2009-11-22 11:00:00
247,232,28.28,84.4,4.1,Lamjung,2009-12-15 11:00:00
248,231,29.6,81.51,4.6,Bajura,2009-12-16 11:00:00
249,267,28.37,83.97,4.1,Kaski,2010-01-18 11:00:00
250,266,26.79,86.08,4.1,Dhanusa,2010-02-17 11:00:00
251,265,29.78,81.52,4.6,Bajhang,2010-02-25 11:00:00
252,264,28.4,81.52,4.1,Baglung,2010-02-28 11:00:00
253,263,29.76,83.11,4.3,Bajura,2010-03-01 11:00:00
254,262,29.37,81.34,4.5,Bajura,2010-04-13 11:00:00
255,261,28.31,83.09,4.2,Baglung,2010-04-14 11:00:00
256,260,27.75,86.36,4.0,Dolakha,2010-04-30 11:00:00
257,259,28.3,84.51,4.2,Lamjung,2010-05-13 11:00:00
258,256,29.4,81.38,4.5,Bajura,2010-06-13 11:00:00
259,257,28.01,86.77,4.0,Solukhumbu,2010-06-13 11:00:00
260,258,29.6,81.65,4.8,Bajura,2010-06-13 11:00:00
261,255,28.23,84.37,4.0,Lamjung,2010-09-01 11:00:00
263,252,28.38,82.32,4.5,Salyan,2010-11-25 11:00:00
264,253,28.44,83.17,4.7,Baglung,2010-11-25 11:00:00
265,251,26.93,85.79,4.4,Mahottari,2010-11-30 11:00:00
266,250,29.57,81.699,4.2,Bajura,2010-12-05 11:00:00
267,249,28.18,84.79,4.1,Gorkha,2010-12-18 11:00:00
268,309,30.03,81.97,4.1,Humla,2011-01-18 11:00:00
269,308,27.8,85.94,4.3,Sindhupalchowk,2011-01-18 11:00:00
270,307,27.47,87.01,4.7,Bhojpur-Sankhuwasabha border,2011-02-13 11:00:00
271,306,27.57,87.01,4.2,Sankhuwasabha,2011-02-22 11:00:00
272,305,28.02,85.24,4.3,Rasuwa,2011-03-10 11:00:00
273,304,28.31,83.8,4.3,Kaski,2011-03-11 11:00:00
274,303,28.31,83.78,4.4,Kaski,2011-03-12 11:00:00
275,301,28.11,82.74,4.2,Pyuthan,2011-03-22 11:00:00
276,302,28.35,83.96,4.0,Kaski,2011-03-22 11:00:00
277,299,29.92,80.54,5.7,Darchula,2011-04-04 11:00:00
278,300,30.0,80.81,4.1,Darchula,2011-04-04 11:00:00
279,298,29.74,80.37,4.1,Darchula,2011-04-05 11:00:00
280,297,27.93,85.61,4.1,Sindhupalchowk,2011-04-07 11:00:00
281,296,27.6,88.03,5.2,Taplejung,2011-06-03 11:00:00
282,295,28.41,82.66,4.2,Rolpa,2011-06-11 11:00:00
283,294,28.4,82.55,4.1,Rolpa,2011-06-11 11:00:00
284,293,30.24,81.48,4.2,Humla,2011-06-17 11:00:00
285,292,27.83,87.35,4.3,Sankhuwasabha,2011-06-18 11:00:00
286,291,27.28,87.3,4.5,Sankhuwasabha,2011-07-15 11:00:00
287,290,27.19,86.76,4.2,Khotang,2011-07-29 11:00:00
288,289,27.35,86.35,4.0,Khotang,2011-08-02 11:00:00
289,288,29.9,81.31,4.3,Bajhang,2011-08-09 11:00:00
290,287,27.44,86.27,5.0,Ramechhap,2011-08-15 11:00:00
291,286,28.21,84.31,4.0,Lamjung,2011-08-18 11:00:00
292,285,29.7,81.34,4.9,Bajhang,2011-08-19 11:00:00
293,284,28.29,83.96,4.0,Kaski,2011-08-22 11:00:00
294,283,28.15,82.53,4.4,Rolpa,2011-08-25 11:00:00
295,282,26.94,86.6,5.0,Udayapur,2011-08-27 11:00:00
296,281,27.78,88.32,6.8,Taplejung-Sikkim Border,2011-09-18 11:00:00
297,280,30.16,81.81,4.7,Humla,2011-10-01 11:00:00
298,279,29.55,81.68,4.2,Bajura,2011-10-02 11:00:00
299,278,28.34,83.66,4.0,Parbat,2011-11-04 11:00:00
300,277,27.94,85.55,4.1,Sindhupalchowk,2011-11-08 11:00:00
301,276,28.2,84.93,5.0,Gorkha,2011-11-13 11:00:00
302,275,27.7,86.1,4.1,Dolakha,2011-11-19 11:00:00
303,274,28.91,81.68,4.2,Dailekh,2011-11-23 11:00:00
304,273,28.05,85.34,4.2,Rasuwa,2011-12-02 11:00:00
305,272,27.97,82.86,4.0,Pyuthan,2011-12-08 23:25:00
306,271,27.83,88.13,4.2,Taplejung,2011-12-09 04:42:00
307,270,27.72,88.09,4.9,Taplejung,2011-12-14 02:05:00
308,269,27.73,88.16,4.6,Taplejung,2011-12-18 03:20:00
309,268,29.62,81.53,4.0,Bajura,2011-12-30 07:55:00
310,346,28.89,81.89,4.2,Dailekh,2012-01-11 14:44:00
311,345,26.63,86.4,4.5,Siraha,2012-01-18 17:01:00
312,344,29.73,81.91,4.6,Humla,2012-01-19 06:31:00
313,343,26.84,86.43,4.0,Siraha,2012-01-24 09:52:00
314,342,27.25,88.07,4.0,Panchthar,2012-02-05 01:51:00
315,341,27.38,88.11,4.5,Taplejung-Sikkim Border,2012-02-14 19:26:00
316,340,27.33,88.03,4.4,Taplejung,2012-02-14 19:33:00
317,338,29.71,81.02,4.4,Bajhang-Darchula border,2012-02-26 04:41:00
318,339,29.86,81.05,4.9,Bajhang-Darchula border,2012-02-26 04:53:00
319,337,28.7,82.02,4.7,Karkigaun-Jajarkot,2012-03-19 02:21:00
321,335,29.55,81.24,4.3,Bajhang,2012-04-11 08:37:00
322,334,28.5,82.06,4.2,Salyan,2012-04-17 04:58:00
323,333,27.31,87.88,4.2,Taplejung,2012-05-30 15:19:00
324,332,28.32,84.17,5.1,Kaski,2012-06-09 13:39:00
325,331,27.25,88.0,4.5,Panchthar - Sikkim border,2012-06-11 10:20:00
326,330,28.99,81.58,4.2,Dailekh,2012-06-15 22:00:00
327,329,27.27,88.05,4.0,Panchthar - Sikkim border,2012-07-01 13:39:00
328,328,29.43,81.03,4.9,Southern Bajhang,2012-07-11 23:08:00
330,326,28.58,82.48,5.0,Southern Rukum,2012-07-31 17:35:00
331,325,28.53,82.42,4.8,Southern Rukum,2012-07-31 17:43:00
332,324,28.55,82.37,4.2,Southern Rukum,2012-07-31 17:50:00
333,323,27.77,88.13,4.2,Northern Taplejung,2012-08-06 07:38:00
334,322,28.38,82.84,5.6,Rolpa - Rukum border region,2012-08-23 22:15:00
335,321,28.39,82.73,4.4,Rolpa,2012-08-23 22:27:00
336,319,28.38,82.66,4.4,Rolpa,2012-08-24 06:02:00
337,320,28.42,82.75,5.2,Rolpa-Rukum border region,2012-08-24 09:40:00
338,318,28.73,81.81,4.4,Southeastern Dailekh,2012-08-28 14:16:00
339,317,28.4,82.79,4.3,Northern Rolpa,2012-08-29 01:39:00
340,316,28.61,82.43,4.5,Southern Rukum,2012-08-30 19:56:00
341,315,28.59,82.41,4.4,Southern Rukum,2012-09-17 15:30:00
342,314,27.95,87.86,4.5,Around Kanchanjunga,2012-10-22 12:41:00
343,313,29.51,81.13,5.6,Southern Bajhang,2012-11-11 00:24:00
344,312,29.55,81.31,4.5,Bajhang,2012-11-12 18:27:00
345,311,28.88,82.34,4.0,North East Jajarkot,2012-12-04 08:46:00
346,310,28.27,82.84,4.5,Rolpa and Pyuthan border,2012-12-22 11:50:00
347,371,29.41,81.0,4.7,Bajhang and Doti border,2013-01-02 23:27:00
348,370,29.82,81.7,5.5,Northern part of Bajura,2013-01-09 13:29:00
349,369,26.84,86.22,4.0,Siraha,2013-01-13 23:20:00
350,368,29.48,81.26,4.5,Bajhang,2013-01-18 02:44:00
351,367,29.42,81.05,4.0,Bajhang,2013-02-07 06:53:00
352,366,28.39,83.18,4.1,Baglung,2013-02-22 08:26:00
353,365,28.57,82.27,5.4,Rukum,2013-03-06 22:34:00
354,364,26.74,86.08,4.2,Dhanusha,2013-03-17 17:44:00
355,363,29.87,81.26,4.9,Northern Bajhang,2013-04-28 00:13:00
356,362,29.56,82.0,4.3,Mugu,2013-05-14 08:58:00
357,361,29.68,82.0,4.4,Mugu,2013-05-14 09:03:00
358,360,29.65,81.98,4.5,Western Mugu,2013-05-14 15:44:00
359,359,27.72,85.91,4.2,Sindhupalchok,2013-05-26 23:23:00
360,358,29.74,81.6,4.5,Northern Bajura,2013-05-31 11:49:00
361,357,27.31,86.7,4.2,Northern Khotang,2013-06-09 21:56:00
362,356,26.85,85.96,4.4,Dhanusha,2013-06-26 04:07:00
363,355,30.05,80.8,4.4,Darchula,2013-06-27 12:05:00
364,354,28.76,82.4,5.5,Rukum,2013-06-28 17:25:00
366,352,26.96,87.34,4.5,Dhankuta,2013-09-12 10:14:00
367,351,30.25,81.55,4.4,Humla,2013-09-22 20:20:00
369,349,30.08,81.74,4.5,Humla,2013-10-13 03:28:00
370,348,27.36,87.37,4.3,Sankhuwasava,2013-10-28 07:22:00
371,347,29.56,81.68,4.3,Bajura,2013-11-03 12:32:00
372,382,30.11,81.93,4.4,Humla,2014-03-31 13:36:00
373,381,29.29,81.26,4.2,Achham,2014-04-11 23:07:00
374,380,27.3,87.62,4.0,Taplejung,2014-04-23 12:59:00
375,379,28.32,84.73,4.3,Gorkha,2014-05-20 00:21:00
376,378,28.23,84.09,4.1,Kaski,2014-05-25 08:31:00
377,377,27.83,87.91,4.6,Taplejung,2014-07-04 11:43:00
378,376,29.73,80.93,4.2,Bajhang-Darchula border,2014-07-07 22:22:00
380,374,27.76,88.05,4.5,Taplejung,2014-09-17 16:14:00
381,373,28.25,84.94,4.5,Gorkha,2014-11-25 21:34:00
382,372,27.73,86.52,5.9,Solukhumbu,2014-12-18 21:17:00
383,827,29.07,81.51,4.5,Dailekh,2015-01-06 07:11:00
384,826,29.36,81.03,4.4,Doti,2015-01-22 15:12:00
385,825,28.29,83.73,5.5,Kaski,2015-01-31 01:29:00
386,824,27.42,87.01,4.5,Bhojpur,2015-02-14 04:36:00
387,823,28.85,82.18,5.1,Jajarkot,2015-04-21 01:37:00
388,822,28.8,81.92,4.5,Jajarkot,2015-04-22 12:59:00
389,821,28.4,83.99,4.1,Kaski,2015-04-23 07:42:00
390,808,27.69,86.02,4.9,Dolakha,2015-04-25 01:06:00
391,820,27.68,85.32,4.1,Kathmandu,2015-04-25 01:32:00
392,819,27.73,85.9,4.7,Sindhupalchowk,2015-04-25 01:40:00
393,818,28.05,85.25,4.1,Rasuwa,2015-04-25 01:53:00
394,809,27.6,86.09,4.5,Dolakha,2015-04-25 02:06:00
395,817,27.73,85.9,5.0,Sindhupalchowk,2015-04-25 02:10:00
396,816,28.14,85.16,4.4,Rasuwa,2015-04-25 02:21:00
397,815,27.95,85.56,4.2,Sindhupalchowk,2015-04-25 02:47:00
398,814,27.92,85.64,5.3,Sindhupalchowk,2015-04-25 03:57:00
399,813,27.8,85.29,4.0,Nuwakot,2015-04-25 04:16:00
400,812,27.77,85.83,4.1,Sindhupalchowk,2015-04-25 05:04:00
401,811,27.9,85.53,4.0,Sindhupalchowk,2015-04-25 05:09:00
402,810,27.78,85.17,4.0,Nuwakot,2015-04-25 05:10:00
404,802,28.1,85.27,4.0,Rasuwa,2015-04-25 05:25:00
405,803,27.78,85.98,4.1,Sindhupalchowk,2015-04-25 05:31:00
406,794,28.24,84.75,7.6,Gorkha,2015-04-25 11:56:00
408,795,28.28,84.72,6.6,Gorkha,2015-04-25 12:30:00
409,796,28.13,85.65,5.7,Rasuwa,2015-04-25 12:41:00
